Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
Virginia Military,16,41.9,31.1,69.1,.450,8.7,26.4,.329,16.8,23.8,.706,10.4,17.2,14.4,27.2,41.6,13.8,6.2,6.6,87.8
Northwestern State,18,40.6,30.6,62.4,.489,5.9,15.4,.381,19.7,25.6,.770,13.6,20.2,11.1,24.8,35.9,17.7,8.2,4.9,86.7
Iona,20,40.2,29.1,59.1,.492,10.5,26.1,.402,17.5,24.4,.717,10.5,17.4,8.3,24.3,32.6,18.0,7.2,4.1,86.1
UNC Asheville,16,40.3,27.9,58.7,.476,7.4,18.9,.394,19.9,26.7,.747,13.6,19.4,10.4,27.4,37.8,13.7,7.2,6.2,83.2
Southeast Missouri State,16,40.9,30.1,58.8,.512,5.8,17.1,.336,16.9,24.6,.685,14.1,21.2,10.1,25.8,35.8,16.5,7.0,4.0,82.9
Murray State,16,40.6,28.0,56.9,.492,8.2,20.9,.392,18.5,27.4,.674,12.1,17.6,11.9,24.8,36.8,13.6,5.8,3.7,82.7
Brigham Young,18,40.8,27.9,58.6,.477,5.3,13.9,.384,20.8,30.1,.691,11.1,19.7,12.6,24.9,37.5,15.3,7.1,2.9,82.0
Belmont,16,40.0,28.1,53.9,.522,9.1,21.5,.422,16.6,22.9,.727,12.4,20.3,7.9,21.8,29.8,15.6,6.6,2.4,81.9
Canisius,20,41.2,27.4,58.5,.469,8.3,21.6,.384,18.1,24.1,.753,11.4,18.2,10.4,21.9,32.4,13.8,7.1,4.4,81.3
Quinnipiac,20,40.5,25.9,60.8,.426,6.0,15.7,.385,23.4,32.6,.717,12.5,19.8,16.8,28.1,45.0,13.3,3.0,5.1,81.2
Davidson,16,40.3,28.2,53.4,.529,9.1,19.8,.462,15.4,20.7,.743,11.8,18.2,7.8,25.1,32.8,15.4,4.9,1.8,81.0
Kansas,18,40.3,28.1,56.1,.500,6.1,16.8,.363,18.7,25.7,.728,13.0,20.9,11.9,25.5,37.4,15.0,6.1,5.4,80.9
Louisville,18,40.0,28.2,58.8,.480,8.1,20.5,.396,15.2,23.2,.653,11.2,20.3,11.6,22.7,34.2,16.2,10.3,4.7,79.7
Louisiana-Lafayette ,18,41.1,27.1,58.9,.460,6.7,18.4,.364,18.6,27.2,.685,13.3,21.2,13.0,23.5,36.5,13.0,7.3,4.3,79.6
UCLA,18,40.6,27.8,60.4,.460,6.7,17.2,.390,17.0,22.5,.756,10.3,19.0,10.4,24.5,34.9,16.5,8.8,2.6,79.4
Radford,16,40.3,27.6,57.3,.481,5.8,17.4,.335,18.4,24.7,.744,10.6,18.3,9.8,24.0,33.8,12.0,6.1,4.5,79.3
Eastern Kentucky,16,40.0,25.9,51.8,.500,9.2,22.4,.409,18.2,23.8,.768,11.4,21.1,6.9,16.9,23.8,14.3,7.6,1.8,79.2
Oklahoma,18,40.3,26.3,60.1,.437,9.2,23.9,.383,17.3,22.4,.772,10.8,18.1,10.4,24.9,35.4,14.1,6.3,2.7,79.0
New Mexico State,16,40.3,26.6,53.6,.497,5.7,15.4,.368,19.9,29.8,.669,12.2,17.1,11.9,25.0,36.9,13.5,4.8,7.1,78.9
Iowa State,18,41.1,28.2,62.6,.451,7.5,23.6,.318,14.8,21.8,.681,10.7,17.9,9.9,26.4,36.3,18.1,6.3,3.1,78.8
Mount St. Mary's,16,40.3,26.8,60.4,.443,9.1,25.2,.361,15.8,20.4,.773,12.2,18.3,10.2,22.2,32.4,12.2,7.4,3.9,78.4
Iowa,18,40.3,26.8,57.8,.464,5.4,15.8,.345,19.2,26.4,.725,11.3,18.8,12.0,24.2,36.2,14.8,7.2,4.7,78.3
Hawaii,16,40.6,27.8,59.8,.465,5.4,17.1,.315,16.9,22.7,.747,10.9,19.0,13.0,22.8,35.8,14.1,5.5,2.4,77.9
Creighton,18,40.0,27.2,54.6,.499,9.6,23.6,.408,13.8,18.7,.741,9.6,18.1,7.4,24.9,32.4,17.3,3.7,1.0,77.9
Cal State Northridge,16,41.9,24.7,55.9,.441,4.3,11.8,.365,24.1,29.8,.809,12.4,20.6,10.1,24.6,34.7,14.1,6.7,2.5,77.8
Georgia State,18,40.6,25.9,55.4,.468,7.6,19.7,.384,18.3,23.0,.795,8.1,17.3,7.0,23.3,30.3,12.9,8.3,4.6,77.7
East Tennessee State,18,40.0,25.3,58.6,.432,8.9,22.8,.390,18.2,23.3,.781,10.3,18.8,10.2,23.5,33.7,12.8,7.7,2.7,77.7
Stephen F. Austin,18,40.0,27.1,57.2,.474,7.3,20.4,.357,16.0,21.9,.729,11.7,20.4,13.2,21.1,34.3,18.2,7.6,3.6,77.5
Incarnate Word,14,40.4,26.9,56.6,.475,7.1,18.9,.375,16.7,24.1,.694,13.1,19.2,9.9,23.9,33.9,14.4,6.9,3.6,77.5
Tennessee-Martin,16,40.0,26.8,59.5,.451,7.9,21.4,.368,15.8,21.3,.742,11.6,20.8,11.1,20.1,31.2,14.2,8.1,2.9,77.4
Delaware,16,40.0,26.1,59.9,.436,6.6,20.7,.320,18.5,27.1,.684,8.1,18.1,10.8,25.9,36.6,9.8,6.0,3.9,77.4
Villanova,18,41.1,25.7,54.6,.471,9.3,23.8,.390,16.5,23.1,.714,11.5,19.2,9.7,24.1,33.8,15.1,6.4,3.4,77.2
Louisiana Tech,16,40.0,26.1,59.8,.436,7.4,24.2,.304,17.3,25.5,.679,11.3,18.8,12.4,24.8,37.2,16.0,9.4,4.3,76.8
Sam Houston State,18,40.6,25.9,55.3,.468,6.9,18.5,.372,18.1,27.6,.656,12.3,22.3,11.9,22.7,34.6,16.7,6.3,2.7,76.8
Manhattan,20,40.8,25.6,55.4,.463,6.2,16.6,.375,19.2,30.9,.623,14.4,23.4,11.8,24.9,36.8,13.3,8.8,6.6,76.8
Toledo,18,40.6,26.3,58.1,.453,5.9,16.9,.351,18.1,24.8,.731,11.2,18.3,11.5,22.8,34.3,14.4,7.0,2.9,76.7
Oregon,18,40.8,25.6,59.0,.434,7.5,20.4,.367,17.8,22.9,.779,11.2,21.2,10.3,21.8,32.1,13.3,7.9,3.3,76.6
West Virginia,18,40.6,25.2,59.0,.427,7.7,20.2,.379,18.6,25.1,.739,9.7,20.8,11.3,22.4,33.7,12.2,6.3,3.2,76.6
Eastern Washington,20,40.2,25.2,55.5,.455,7.9,21.2,.372,18.1,25.2,.717,11.9,20.1,9.8,25.4,35.1,13.4,4.4,4.4,76.5
Mercer,18,40.6,26.9,56.1,.480,8.5,21.0,.405,14.1,20.1,.701,11.7,18.2,10.4,24.9,35.4,15.9,6.9,4.3,76.4
Hampton,17,41.2,24.6,57.7,.426,5.3,16.9,.314,21.8,33.4,.651,15.5,24.4,13.2,26.9,40.1,12.2,8.3,6.0,76.2
Oral Roberts,18,40.6,26.3,55.1,.477,5.3,13.4,.397,18.3,25.2,.728,10.6,19.8,11.0,23.6,34.6,13.0,5.4,4.9,76.2
Oklahoma State,18,41.4,24.8,56.2,.441,7.0,19.5,.359,19.7,26.9,.730,10.7,20.2,8.6,24.9,33.5,13.1,6.8,4.1,76.2
Austin Peay,16,40.6,26.4,53.1,.497,4.9,13.8,.357,18.5,27.8,.667,14.3,16.9,9.2,22.2,31.4,14.1,6.4,4.8,76.2
Charleston Southern,16,40.0,26.6,59.0,.451,8.8,23.4,.374,14.1,19.8,.710,10.8,17.5,11.0,23.6,34.6,12.8,6.6,2.6,76.1
Jacksonville,18,40.0,25.3,57.1,.444,6.5,19.0,.342,18.8,25.5,.739,13.0,18.3,11.6,22.0,33.6,12.8,7.6,3.1,76.0
Florida Gulf Coast,18,40.0,27.2,57.3,.475,5.9,17.2,.343,15.6,22.5,.694,12.7,18.1,10.4,26.2,36.6,13.4,6.3,3.4,75.9
Texas Southern,18,41.1,25.3,53.3,.475,6.4,17.3,.373,18.8,27.1,.695,13.6,16.3,9.9,25.8,35.7,12.6,4.8,3.7,75.9
Arkansas,18,41.1,25.0,61.2,.408,7.9,21.3,.370,18.0,24.6,.731,11.6,21.7,11.0,22.6,33.6,14.3,8.7,5.2,75.9
Duke,18,40.3,25.3,57.7,.438,9.3,24.4,.382,15.9,21.6,.740,9.3,19.7,12.4,21.2,33.7,13.5,7.1,3.1,75.8
Memphis,18,40.6,28.1,57.4,.489,5.9,16.3,.364,13.6,20.7,.659,14.0,18.8,10.7,24.4,35.2,17.9,7.9,4.2,75.8
Northern Colorado,20,40.5,27.2,53.8,.506,6.0,15.2,.396,15.2,21.2,.717,11.2,19.8,10.2,19.5,29.7,11.2,5.5,2.0,75.6
Omaha,14,40.7,26.7,61.5,.434,6.4,19.4,.328,15.8,21.0,.752,12.1,18.2,10.6,21.5,32.1,13.7,8.1,2.0,75.6
VCU,16,40.6,26.1,63.3,.413,7.3,21.1,.346,15.7,23.1,.680,12.7,20.0,13.9,24.7,38.6,13.2,10.2,4.3,75.2
Chattanooga,16,40.6,23.9,56.9,.421,5.9,17.5,.339,21.4,29.4,.728,12.4,18.8,13.2,24.1,37.2,11.3,6.7,6.0,75.2
Morehead State,16,40.9,23.9,52.5,.456,4.9,16.7,.296,22.2,29.1,.762,15.6,23.6,11.9,23.9,35.8,12.2,6.7,3.6,75.0
Arkansas State ,18,40.8,24.2,53.9,.448,8.9,22.9,.390,17.7,23.5,.752,12.2,18.0,7.9,24.3,32.2,13.2,7.0,2.5,74.9
Buffalo,18,39.9,26.2,56.2,.467,6.3,18.4,.341,16.1,22.3,.723,11.8,16.4,10.8,23.7,34.4,16.0,7.5,3.7,74.8
Oakland,16,40.3,25.3,57.7,.439,8.5,22.6,.377,15.7,21.4,.734,10.9,19.5,8.9,21.2,30.1,16.2,7.0,1.6,74.8
Bryant,16,40.0,27.1,56.4,.481,6.3,18.4,.344,14.2,20.5,.695,11.3,15.8,9.7,23.4,33.1,14.1,5.8,2.6,74.8
Lipscomb,18,40.0,24.2,55.2,.438,9.5,25.8,.369,16.9,24.7,.685,11.6,20.8,8.7,21.0,29.7,13.5,6.9,1.8,74.8
Fairleigh Dickinson,16,40.6,25.3,58.6,.432,7.7,20.4,.376,16.3,22.2,.735,11.8,20.6,10.9,21.8,32.6,11.4,7.2,4.2,74.6
Gardner-Webb,16,41.9,26.4,60.2,.438,5.6,15.8,.357,16.1,22.2,.724,11.6,17.6,12.6,22.9,35.5,15.2,7.0,3.3,74.4
Northern Iowa,18,40.3,25.0,54.1,.462,9.7,24.2,.402,14.6,19.9,.735,9.0,18.2,7.9,22.3,30.3,15.2,5.6,2.3,74.3
Western Carolina,16,40.9,25.8,59.1,.436,6.8,19.6,.345,16.1,21.6,.743,11.8,22.3,11.9,21.5,33.4,12.4,7.6,5.2,74.3
Harvard,14,41.1,24.9,50.6,.493,6.6,15.8,.421,17.7,24.8,.715,10.9,17.1,7.9,22.4,30.3,14.5,7.0,4.6,74.2
High Point,16,40.3,26.9,54.8,.491,7.2,16.0,.449,13.0,17.5,.743,10.1,15.4,8.5,20.6,29.1,16.2,5.8,3.4,74.1
Tulsa,16,40.6,24.9,55.4,.450,5.2,17.5,.300,18.9,26.6,.713,12.0,19.6,11.1,26.4,37.5,12.5,7.2,4.1,74.1
Fort Wayne,14,40.4,25.5,52.9,.482,7.9,20.9,.375,15.1,21.6,.700,12.4,17.1,9.1,22.1,31.3,13.3,5.7,2.1,74.0
LSU,18,40.6,26.1,60.4,.432,6.4,19.6,.330,15.3,22.2,.688,13.1,18.7,12.4,24.8,37.3,13.3,7.1,5.9,73.9
Wichita State,18,40.3,24.2,52.8,.457,7.2,20.9,.345,18.3,24.8,.738,11.1,16.5,11.1,26.0,37.1,13.9,6.6,5.6,73.9
North Florida,18,40.3,24.8,55.2,.450,7.4,19.9,.373,16.7,23.4,.713,14.8,18.4,11.6,25.1,36.7,11.9,5.3,4.0,73.8
St. Francis (NY),16,40.6,26.9,58.2,.461,7.1,19.6,.364,12.9,19.2,.672,12.8,18.9,12.4,25.2,37.6,14.2,4.9,5.5,73.8
Morgan State,16,41.2,26.1,59.1,.442,4.6,18.0,.253,16.9,27.0,.627,13.4,20.2,15.2,25.8,41.0,14.1,5.4,5.6,73.8
Grand Canyon,16,40.3,22.7,51.6,.439,7.1,20.5,.348,21.2,28.2,.754,12.1,20.5,8.4,25.4,33.8,12.9,3.3,3.2,73.8
Providence,18,42.2,24.2,55.7,.434,6.7,18.4,.361,18.7,24.5,.764,11.9,17.9,11.2,24.3,35.5,13.8,5.1,5.4,73.7
North Carolina,18,40.3,27.4,59.8,.458,4.7,13.9,.335,14.2,22.8,.624,11.6,19.7,13.8,24.1,37.9,15.7,6.8,4.2,73.7
SIU-Edwardsville,16,40.3,25.9,53.9,.480,7.2,17.8,.404,14.7,22.1,.664,13.1,19.9,9.3,22.4,31.7,13.0,6.8,3.0,73.6
Central Arkansas,18,40.0,26.4,59.0,.448,5.9,16.8,.350,14.8,24.5,.605,13.6,21.2,10.7,21.2,31.8,12.2,7.7,5.1,73.6
South Dakota State,14,40.0,24.1,53.6,.449,6.2,17.6,.354,19.2,24.5,.784,10.1,18.7,9.4,25.2,34.6,13.6,5.4,2.6,73.6
Winthrop,16,41.0,24.5,55.6,.440,8.5,21.2,.401,16.0,22.4,.715,11.2,19.8,9.9,22.3,32.2,11.0,6.5,2.1,73.5
North Dakota State,14,40.0,26.6,53.1,.501,5.3,14.6,.361,15.0,19.9,.753,10.0,16.7,8.7,23.4,32.1,11.6,6.5,4.6,73.4
Massachusetts,16,40.0,26.7,58.0,.460,5.2,15.6,.336,14.7,22.2,.662,12.7,19.6,10.8,24.7,35.5,15.1,6.9,5.9,73.3
USC Upstate,18,40.6,25.9,56.8,.457,6.7,20.9,.322,14.6,22.1,.658,12.5,18.6,12.7,24.3,37.0,15.0,7.2,3.3,73.2
Portland State,20,41.5,25.9,54.4,.477,6.4,18.2,.351,14.9,20.3,.736,11.1,19.0,7.7,19.8,27.4,13.1,5.7,2.2,73.2
William & Mary,16,40.0,25.2,52.5,.481,9.0,22.0,.409,13.6,19.3,.706,8.9,15.8,6.6,23.2,29.8,14.5,4.9,2.8,73.1
Gonzaga,18,40.0,25.3,52.7,.481,6.6,17.2,.382,15.8,22.1,.716,11.7,17.4,9.2,25.7,34.8,14.4,7.0,4.4,73.1
Michigan,18,40.3,25.2,51.6,.488,7.9,19.6,.405,14.8,18.9,.780,9.5,14.1,7.6,21.6,29.2,13.7,4.6,2.3,73.1
Kentucky,18,40.8,24.4,56.4,.433,5.1,15.8,.319,19.1,27.2,.702,12.1,18.7,13.9,24.4,38.4,10.8,5.4,5.4,73.1
North Dakota,20,40.0,25.1,54.2,.464,5.9,18.1,.327,16.8,24.4,.690,11.5,19.9,10.4,19.6,29.9,12.7,8.2,2.6,73.0
North Carolina Central,17,40.3,24.5,53.4,.460,5.0,14.7,.340,18.9,26.6,.709,10.6,19.2,11.5,22.6,34.1,14.6,7.8,4.4,72.9
Weber State,20,40.8,22.9,47.3,.485,7.7,18.4,.417,19.4,25.8,.751,13.2,18.8,8.2,25.4,33.5,13.2,3.8,4.0,72.9
Arizona State,18,41.4,23.5,55.2,.426,7.7,20.3,.378,18.2,26.2,.696,12.4,20.8,7.7,26.2,33.9,12.4,5.3,4.8,72.9
Vermont,16,40.3,25.1,51.2,.490,6.1,14.3,.428,16.6,22.1,.751,11.6,16.4,9.9,26.1,36.1,14.2,8.1,4.3,72.8
Samford,16,40.3,26.2,53.8,.488,5.1,14.6,.346,15.1,21.8,.693,11.4,21.2,8.1,22.5,30.6,13.5,5.1,3.4,72.7
Wagner,16,40.3,25.8,59.4,.434,5.6,16.0,.352,15.6,20.8,.750,13.5,18.1,13.6,26.6,40.2,11.9,6.6,6.9,72.7
Texas-Arlington,18,41.1,24.1,55.9,.430,7.3,21.7,.336,17.2,24.4,.705,13.7,19.6,10.4,25.3,35.7,11.3,4.7,3.0,72.6
Oregon State,18,40.8,24.5,52.8,.464,6.3,15.1,.415,17.3,25.7,.672,13.9,19.2,10.2,24.6,34.7,12.4,3.9,4.6,72.6
Niagara,20,40.0,25.3,59.0,.428,5.0,16.4,.303,17.0,25.8,.660,13.1,22.6,12.7,20.7,33.4,10.2,7.2,2.5,72.5
New Mexico,18,40.6,25.6,54.4,.470,6.3,17.6,.356,14.9,21.4,.699,9.2,16.4,8.9,26.7,35.6,15.8,4.8,4.7,72.4
Eastern Illinois,16,40.0,25.0,54.8,.457,5.2,15.8,.329,17.2,23.1,.746,13.1,19.7,10.6,22.3,32.9,12.6,5.2,3.7,72.4
Long Beach State,16,40.0,27.3,59.4,.460,6.2,18.2,.340,11.6,16.7,.697,12.5,16.9,13.2,24.2,37.4,13.1,5.8,2.6,72.4
George Mason,16,40.9,26.2,57.9,.452,4.9,13.0,.380,15.1,20.7,.728,12.8,20.7,10.8,23.5,34.2,12.3,5.8,3.8,72.4
Towson,16,40.3,22.9,51.5,.444,5.2,15.2,.342,21.4,29.4,.728,9.1,19.5,11.2,26.2,37.4,8.1,3.7,4.1,72.4
Baylor,18,40.8,24.6,58.4,.421,8.1,22.1,.367,15.0,22.5,.667,11.6,18.8,14.4,22.7,37.2,14.2,5.4,5.5,72.3
St. Bonaventure,16,40.0,25.1,55.6,.452,4.8,14.9,.324,17.2,22.6,.765,13.5,20.1,11.6,22.0,33.6,13.6,7.0,4.5,72.3
Texas A&M-CC,18,40.3,26.0,51.7,.503,3.9,10.0,.394,16.3,24.8,.659,12.7,19.4,10.9,22.8,33.7,13.3,7.1,3.3,72.3
Rider,20,40.8,23.5,55.1,.426,7.7,20.0,.383,17.6,24.4,.720,13.3,20.1,10.0,23.1,33.1,12.1,6.3,2.9,72.2
Central Connecticut State,16,40.6,26.5,58.8,.451,6.4,17.1,.376,12.8,17.2,.745,14.8,16.9,9.3,24.8,34.1,13.7,6.9,5.2,72.2
New Orleans,18,40.0,23.0,52.5,.438,4.7,14.3,.327,21.6,30.4,.708,17.3,21.3,12.3,23.3,35.6,11.2,6.1,3.2,72.2
Southern Mississippi,16,40.0,23.7,51.5,.460,5.9,15.8,.372,18.9,26.5,.715,12.6,19.6,11.9,22.8,34.7,14.9,7.8,1.7,72.2
Green Bay,16,40.3,25.6,52.9,.483,4.2,12.7,.335,16.8,23.8,.706,12.2,16.0,10.2,24.1,34.2,14.7,6.8,6.9,72.2
Michigan State,18,40.8,25.4,54.9,.462,8.6,20.9,.410,12.8,18.3,.700,11.6,19.9,9.8,23.9,33.8,15.9,6.7,5.0,72.2
Alabama State,18,41.1,24.8,59.7,.416,5.9,19.4,.303,16.6,24.4,.681,12.7,17.9,13.8,23.1,36.8,12.7,6.9,3.8,72.2
Idaho,16,40.9,24.4,55.0,.444,6.1,18.2,.333,17.2,25.1,.686,12.6,20.6,10.6,24.1,34.7,11.6,4.2,1.6,72.1
