Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
North Texas,16,40.0,23.9,56.6,.423,4.9,14.9,.331,14.6,21.4,.679,12.5,20.7,10.6,22.4,32.9,10.3,6.8,3.4,67.4
Abilene Christian,14,41.1,21.4,48.9,.439,6.8,16.2,.419,17.7,23.2,.763,15.8,20.9,7.2,20.7,27.9,10.5,6.6,1.5,67.4
Georgetown,18,40.6,23.1,52.0,.443,5.4,16.1,.338,15.8,21.8,.724,11.1,21.8,8.6,22.8,31.4,12.2,5.5,4.4,67.3
Florida State,18,40.0,22.6,50.3,.449,5.8,14.7,.398,16.2,22.1,.736,12.4,17.5,9.9,21.6,31.5,9.4,4.6,4.8,67.3
South Dakota,14,40.0,22.4,50.6,.441,5.9,15.4,.384,16.6,20.5,.808,12.1,16.9,6.6,22.7,29.4,10.9,5.0,3.3,67.2
Maryland-Eastern Shore,16,40.0,21.7,52.8,.411,5.9,17.0,.349,17.8,23.9,.742,12.6,19.8,11.1,20.3,31.4,10.8,5.9,2.0,67.1
DePaul,18,40.8,22.7,55.2,.412,6.3,18.7,.336,15.3,22.5,.679,13.5,22.8,10.4,20.3,30.7,10.3,6.6,4.1,67.0
South Carolina,18,40.0,21.8,53.5,.407,6.1,16.4,.373,17.3,24.4,.711,15.2,23.4,12.8,20.4,33.2,11.5,7.1,3.8,67.0
Middle Tennessee State,16,40.3,23.8,52.4,.455,5.6,15.3,.367,13.6,20.2,.672,12.5,18.4,10.0,23.1,33.1,13.2,7.8,4.6,66.8
Cincinnati,18,40.0,22.6,53.1,.426,5.9,18.2,.327,15.6,21.6,.720,11.2,16.7,11.2,22.3,33.6,12.7,7.6,5.3,66.7
Missouri State,18,40.6,22.7,51.6,.441,6.9,19.4,.358,14.3,20.3,.707,10.8,20.2,8.1,21.3,29.4,12.5,4.5,2.6,66.7
Evansville,18,40.6,22.6,49.8,.454,4.3,12.3,.353,17.1,24.0,.713,13.0,19.2,7.8,22.7,30.5,14.1,5.3,3.4,66.7
Boston College,18,40.6,21.8,48.7,.447,8.2,21.3,.385,14.7,20.7,.712,10.2,18.3,8.1,20.1,28.1,12.3,4.8,2.6,66.5
Ohio State,18,40.6,22.8,52.4,.435,5.2,16.5,.316,15.6,22.3,.701,11.1,17.2,8.3,21.9,30.2,11.3,7.7,3.9,66.5
Akron,18,40.6,23.4,54.7,.428,6.7,20.1,.335,13.0,20.4,.636,12.6,16.9,11.2,23.4,34.6,11.0,6.4,4.2,66.5
Indiana State,18,40.0,21.6,51.6,.418,6.4,20.8,.307,16.9,23.7,.714,11.1,18.0,8.8,25.1,33.8,12.2,5.0,4.1,66.4
Alabama A&M ,18,40.8,22.2,51.7,.430,6.1,18.3,.334,15.8,23.7,.665,13.6,21.5,10.1,23.8,33.9,13.1,5.8,3.8,66.3
Jackson State,18,40.6,22.8,54.5,.419,3.7,13.2,.278,17.0,23.0,.739,14.7,21.8,12.1,23.0,35.1,9.8,6.1,2.8,66.3
UC Irvine,16,40.6,24.3,53.1,.458,5.8,16.4,.354,11.9,18.2,.653,11.7,18.2,10.4,26.1,36.4,14.2,5.6,6.2,66.3
Fairfield,20,40.0,23.0,56.8,.405,7.3,21.1,.348,12.9,18.9,.683,14.0,22.9,11.3,23.4,34.8,11.8,4.2,3.6,66.3
South Alabama,18,40.3,22.8,56.6,.402,7.3,23.8,.308,13.4,19.4,.691,12.1,19.5,11.0,24.0,35.0,11.4,4.5,4.1,66.3
Notre Dame,18,41.1,25.0,56.3,.444,6.9,20.4,.338,9.4,14.2,.663,10.4,16.4,10.3,21.1,31.3,13.2,4.7,2.4,66.3
Columbia,14,40.7,20.9,47.6,.438,6.7,19.8,.339,17.8,22.4,.796,11.8,19.4,7.3,23.1,30.4,11.3,5.0,2.6,66.2
St. Francis (PA),16,40.0,23.8,53.7,.442,7.2,21.2,.342,11.4,17.4,.658,11.8,14.2,8.7,20.9,29.6,12.2,5.7,2.8,66.2
Florida International,16,40.0,23.9,53.6,.446,4.9,15.7,.311,13.6,20.4,.664,13.5,18.2,9.7,22.4,32.1,10.6,7.4,3.9,66.2
Indiana,18,40.3,22.7,52.3,.433,5.9,16.1,.366,14.9,20.2,.736,14.4,17.9,9.8,23.4,33.3,10.7,5.4,3.5,66.1
Kent State,18,40.5,23.5,55.6,.423,7.1,21.1,.335,12.0,17.7,.677,13.1,21.4,9.6,21.9,31.4,11.6,6.1,3.5,66.1
Utah State,18,40.3,23.9,55.1,.434,6.7,16.8,.399,11.3,15.5,.731,10.4,17.7,9.7,25.1,34.8,15.3,3.6,3.2,65.9
American University,18,40.0,23.4,46.4,.504,6.7,16.5,.404,12.5,16.8,.743,13.6,16.5,6.6,22.2,28.7,15.9,6.2,3.8,65.9
Kennesaw State,18,40.0,22.8,52.1,.438,5.8,16.3,.358,14.4,22.0,.654,15.2,21.9,9.7,21.4,31.1,10.8,5.3,2.9,65.9
Southern Illinois,18,40.3,22.7,50.6,.448,5.1,14.1,.360,15.5,23.1,.671,11.6,18.4,11.4,20.6,31.9,10.3,7.0,2.1,65.9
Presbyterian,16,40.0,24.0,53.2,.451,5.5,16.8,.328,12.4,17.6,.702,12.4,15.1,6.4,22.9,29.2,10.2,4.1,3.4,65.9
Valparaiso,16,40.0,21.8,47.9,.454,6.4,17.6,.363,15.9,21.9,.726,14.9,20.2,8.1,25.0,33.1,11.6,5.1,5.4,65.8
Arkansas-Pine Bluff ,18,40.0,21.8,50.3,.433,6.2,17.5,.356,15.9,24.4,.654,14.0,18.2,9.1,22.8,31.9,11.2,8.8,2.1,65.7
Miami (OH),18,40.6,23.5,53.6,.438,5.1,15.6,.329,13.6,17.5,.778,13.3,17.5,7.9,21.8,29.8,12.6,9.3,1.7,65.7
Bucknell,18,40.0,22.7,54.4,.417,6.2,16.9,.367,13.9,18.7,.745,10.8,17.2,9.9,26.2,36.1,11.4,4.8,2.2,65.6
Wake Forest,18,40.0,22.1,49.0,.450,4.6,14.7,.314,16.9,25.5,.662,12.4,19.6,7.5,20.5,28.0,12.7,5.7,3.3,65.6
Utah Valley,16,40.3,21.8,51.9,.419,6.4,19.5,.330,15.6,20.8,.753,9.6,15.6,8.9,24.9,33.8,13.4,4.2,2.8,65.6
Lehigh,18,41.1,23.6,55.2,.427,6.4,17.1,.377,11.9,16.2,.736,12.1,17.1,8.4,23.9,32.3,13.0,4.7,3.8,65.5
Albany,16,40.9,22.2,51.2,.433,5.4,14.4,.374,15.8,21.8,.722,13.7,17.3,10.7,22.6,33.3,11.1,5.6,2.9,65.5
Alcorn State,18,40.6,22.7,51.0,.444,4.4,13.6,.324,15.7,23.6,.664,10.6,18.3,8.1,21.6,29.7,9.4,4.9,3.4,65.4
Montana State,20,40.2,22.4,51.8,.434,5.2,15.2,.347,15.2,21.6,.705,11.0,16.8,8.2,20.9,29.1,9.2,6.0,1.4,65.3
Penn State,18,40.3,22.5,55.4,.406,5.6,18.9,.294,14.8,20.2,.733,10.9,21.3,10.3,21.9,32.2,9.6,4.4,4.4,65.3
Lamar,18,40.0,22.4,52.4,.427,2.7,9.7,.274,17.9,23.9,.747,14.1,18.4,9.6,21.3,30.9,11.3,5.6,2.8,65.3
La Salle,16,40.6,22.2,54.8,.405,5.9,17.6,.338,14.9,20.8,.718,12.9,16.8,10.4,23.8,34.1,12.4,5.9,3.4,65.2
Wright State,16,40.0,21.5,49.9,.431,6.4,17.6,.363,15.8,21.3,.742,12.6,19.6,7.0,21.5,28.5,13.6,6.6,3.1,65.2
Grambling State,18,40.0,22.4,50.4,.444,6.2,18.0,.343,14.2,21.5,.661,15.2,18.1,9.2,19.7,28.9,9.9,5.3,1.6,65.2
Appalachian State,16,40.3,22.6,53.6,.421,4.2,13.4,.316,15.8,25.2,.625,12.1,19.4,10.9,22.3,33.2,10.4,5.9,2.2,65.1
Butler,18,41.4,22.8,55.4,.411,5.8,18.6,.313,13.7,20.4,.671,9.8,16.8,10.2,21.3,31.6,11.1,5.3,1.8,65.1
Alabama,18,40.0,22.1,50.8,.434,5.7,17.3,.331,15.2,22.3,.681,11.4,19.6,8.7,21.7,30.4,11.1,5.8,3.8,65.0
N.J.I.T.,1,45.0,17.0,54.0,.315,8.0,30.0,.267,23.0,29.0,.793,18.0,22.0,14.0,22.0,36.0,11.0,8.0,4.0,65.0
Hartford,16,40.3,22.3,49.5,.451,8.6,22.8,.376,11.7,17.1,.685,12.6,18.1,6.8,19.3,26.1,13.6,6.1,1.9,64.9
Pennsylvania ,14,40.0,23.9,50.9,.469,3.4,13.3,.258,13.7,20.0,.686,15.5,21.7,7.9,22.8,30.6,12.9,5.1,3.3,64.9
Dartmouth,14,40.4,21.9,52.8,.414,5.9,15.1,.387,15.2,22.1,.689,11.4,20.1,9.6,20.4,30.0,10.8,6.1,2.5,64.8
Holy Cross,18,40.0,21.9,51.6,.425,6.0,17.8,.336,14.9,20.3,.732,10.7,15.7,10.2,22.4,32.6,10.4,6.0,4.1,64.8
Ball State,18,41.4,21.4,53.3,.403,6.1,20.2,.303,15.7,22.7,.694,17.3,21.1,12.3,24.6,36.8,12.2,4.6,2.4,64.7
Mississippi State,18,40.3,22.3,52.9,.422,4.6,15.5,.297,15.4,22.7,.680,13.6,17.2,8.6,21.8,30.4,11.7,6.4,2.7,64.7
Marshall,16,40.0,22.8,57.0,.400,5.2,18.1,.290,13.8,21.1,.653,12.6,18.1,12.4,22.4,34.8,11.1,5.7,2.8,64.6
Florida Atlantic ,16,40.0,22.9,54.4,.420,7.1,21.1,.334,11.8,17.6,.667,12.6,18.1,10.6,22.4,33.0,12.0,4.9,5.2,64.6
Citadel,16,40.6,23.2,52.5,.443,6.1,16.3,.372,12.0,17.1,.701,10.7,17.0,7.7,22.1,29.8,12.9,3.7,3.0,64.6
Savannah State,16,40.9,21.9,49.3,.444,4.9,15.3,.322,15.9,23.4,.677,16.4,19.6,10.3,22.8,33.1,10.5,7.9,5.3,64.6
Drake,18,40.0,21.3,47.6,.447,7.7,19.6,.392,14.3,20.4,.703,12.6,18.3,6.8,22.3,29.2,12.0,4.3,2.6,64.6
Texas Tech,18,40.3,22.4,51.1,.439,4.4,14.3,.311,15.3,21.4,.712,11.8,19.5,10.9,20.1,31.1,10.9,5.9,3.1,64.5
Richmond,16,40.3,21.6,53.8,.402,6.4,19.1,.334,14.8,21.4,.691,10.1,18.1,9.2,22.8,32.0,9.6,4.8,4.1,64.4
Northeastern,16,40.9,22.6,52.8,.429,5.4,15.9,.339,13.8,21.3,.645,12.1,16.8,9.9,23.6,33.5,11.6,5.2,3.2,64.3
Yale,14,40.4,19.3,48.1,.401,4.2,14.3,.295,21.4,30.8,.696,13.2,19.4,11.5,24.6,36.1,10.4,5.4,4.4,64.2
San Diego,18,40.0,21.8,49.3,.442,6.7,16.2,.411,13.9,20.3,.688,12.1,17.8,8.4,20.9,29.3,10.9,5.3,4.3,64.2
Furman,16,40.3,22.2,49.6,.447,4.9,15.5,.319,14.8,22.4,.660,14.1,17.4,7.6,22.4,30.0,9.7,5.0,3.4,64.1
Loyola (IL),18,40.6,22.7,50.1,.453,6.2,18.2,.339,12.4,18.0,.688,13.3,19.8,7.7,22.7,30.4,12.3,5.6,2.9,63.9
Louisiana-Monroe ,18,40.8,22.8,53.0,.431,5.7,17.6,.326,12.2,19.8,.615,11.8,18.1,9.6,22.8,32.4,12.1,5.1,3.9,63.8
Illinois-Chicago,16,40.0,21.6,52.9,.407,5.2,16.3,.322,15.2,21.4,.708,13.1,22.2,10.6,23.1,33.8,11.6,5.0,1.8,63.6
Nebraska,18,40.0,21.6,51.2,.421,5.9,18.1,.329,14.5,20.2,.717,11.3,18.9,7.7,24.7,32.3,9.1,6.1,2.8,63.6
North Carolina A&T,16,40.9,17.9,49.4,.363,5.1,17.7,.290,22.5,31.4,.717,14.6,22.4,11.1,24.6,35.7,8.3,4.4,4.2,63.5
Eastern Michigan,18,40.6,21.3,54.6,.390,4.4,15.4,.285,16.5,23.9,.691,12.2,18.9,11.9,24.2,36.2,9.2,8.6,5.7,63.4
Charleston,16,40.9,22.2,53.7,.413,7.6,19.9,.382,11.2,16.8,.665,12.8,19.5,12.2,24.9,37.1,10.2,4.9,4.1,63.2
Howard,16,40.6,19.5,48.3,.404,5.8,16.0,.359,18.4,27.0,.681,18.5,22.7,9.4,22.9,32.4,7.5,5.3,3.7,63.1
Stetson,18,40.5,21.9,51.1,.429,4.7,16.9,.279,14.4,21.6,.668,11.9,16.2,8.6,20.4,29.0,12.0,5.8,3.9,63.0
James Madison,16,40.3,21.4,52.9,.405,4.8,17.3,.278,15.2,23.1,.657,10.6,19.4,10.6,21.3,31.9,9.0,6.2,3.5,62.9
East Carolina,16,40.0,20.7,51.2,.404,7.9,22.8,.348,13.4,19.0,.707,11.6,17.1,9.2,21.1,30.3,12.0,5.9,2.8,62.8
South Florida,18,40.3,22.8,54.7,.418,2.8,11.2,.248,14.2,21.0,.677,12.9,17.9,11.2,22.1,33.3,12.3,5.1,2.8,62.7
Syracuse,18,40.6,22.7,54.5,.416,4.6,14.4,.317,12.8,17.9,.712,7.9,15.2,12.7,21.7,34.3,10.5,6.7,4.9,62.7
IUPUI,14,40.0,23.1,52.4,.441,4.1,13.5,.307,12.2,16.4,.747,10.6,15.1,6.5,20.6,27.1,9.6,3.8,2.1,62.6
Georgia Tech,18,40.3,22.9,53.7,.427,5.5,16.5,.333,11.2,16.8,.666,11.5,17.1,9.7,22.3,32.0,12.3,4.4,3.8,62.6
Delaware State,17,40.6,21.3,49.0,.435,5.1,16.4,.313,14.8,21.2,.698,11.5,17.6,8.7,20.5,29.2,12.5,5.1,3.9,62.5
Wyoming,18,40.8,21.7,46.4,.467,5.2,15.4,.339,13.9,19.2,.728,9.2,16.8,4.6,21.4,26.0,11.9,4.9,3.8,62.5
UMBC,16,40.6,20.8,52.5,.396,5.4,19.1,.285,15.4,23.2,.666,14.4,22.6,9.9,20.6,30.4,11.0,7.9,2.8,62.5
Jacksonville State,16,40.0,20.9,51.2,.409,5.0,17.3,.289,15.6,22.4,.696,11.4,19.0,9.6,18.9,28.6,10.8,7.0,3.7,62.4
Bethune-Cookman,16,40.6,20.6,51.2,.402,6.8,18.4,.366,14.3,19.9,.718,13.2,20.4,10.2,19.8,30.1,9.7,7.0,2.6,62.3
UMass Lowell,16,40.3,20.5,50.2,.408,6.7,20.6,.325,14.5,20.4,.709,12.9,17.8,8.8,21.8,30.5,12.8,6.2,2.6,62.2
South Carolina State,16,40.9,22.1,56.2,.392,4.5,17.0,.265,13.4,19.7,.683,15.6,18.7,13.0,22.6,35.6,12.7,5.8,3.6,62.2
Cornell,14,40.4,21.4,53.8,.398,6.1,19.3,.319,13.0,18.1,.719,11.5,20.4,10.1,18.7,28.8,8.9,4.9,2.6,62.0
Old Dominion,16,40.0,21.9,51.0,.429,5.4,16.4,.332,12.8,20.4,.624,13.2,19.1,11.2,21.9,33.1,10.7,6.9,4.3,61.9
Binghamton,16,40.9,20.2,52.1,.389,6.1,19.2,.315,15.4,21.0,.732,13.6,20.1,9.8,21.1,30.9,9.8,6.9,2.1,61.9
Western Illinois,14,40.3,21.0,45.9,.457,5.2,14.1,.369,14.7,20.4,.720,13.5,18.4,6.8,21.8,28.6,11.2,4.5,2.1,61.9
Loyola (MD),18,40.3,21.8,52.3,.417,4.3,13.4,.318,14.1,21.4,.657,12.8,18.2,10.2,19.8,29.9,10.4,7.7,4.6,61.9
Cal Poly,16,40.0,21.0,53.4,.393,6.6,17.7,.375,13.1,18.8,.700,8.3,17.4,10.8,19.3,30.1,11.9,5.8,3.0,61.8
Air Force,18,40.6,21.7,52.3,.416,6.9,22.3,.309,11.4,16.6,.686,12.9,18.7,7.9,21.5,29.4,13.1,5.3,2.9,61.7
Saint Peter's,20,40.0,20.8,52.0,.399,5.4,17.2,.313,14.8,21.1,.699,11.8,17.6,9.8,22.6,32.5,9.9,6.0,4.8,61.6
Bradley,18,40.0,21.5,53.1,.405,5.3,15.3,.345,13.1,19.4,.673,10.8,19.8,10.3,20.9,31.2,9.6,7.3,2.2,61.3
Bowling Green,18,40.0,22.5,54.6,.412,4.2,14.1,.299,11.8,18.3,.645,14.2,17.2,10.4,23.2,33.7,12.3,6.7,5.1,61.1
Northern Illinois,18,41.1,19.3,50.2,.384,4.4,15.1,.292,18.1,25.9,.700,15.8,20.6,12.7,22.9,35.6,8.0,6.7,3.3,61.1
Texas A&M,18,40.8,21.7,52.8,.411,6.0,17.9,.334,11.6,19.1,.608,10.1,18.6,8.1,22.4,30.6,12.5,6.4,2.9,60.9
Tulane,16,40.0,19.4,48.1,.403,6.2,17.8,.351,15.7,23.1,.680,13.0,19.6,9.5,23.0,32.5,9.6,4.7,3.3,60.7
Southern Utah,20,40.2,21.1,49.1,.430,4.3,13.1,.332,13.8,20.4,.674,13.7,23.3,7.2,20.4,27.6,11.3,4.0,3.0,60.3
Vanderbilt,18,40.3,20.3,50.1,.406,6.4,21.0,.307,13.1,19.2,.684,12.7,16.7,9.3,22.5,31.8,12.2,4.6,4.5,60.2
Illinois,18,40.3,21.0,55.1,.381,5.7,18.6,.304,12.3,16.8,.733,10.6,17.8,10.1,21.8,31.8,9.1,6.9,3.1,60.0
UNC Wilmington,16,40.9,22.3,55.2,.404,4.8,15.6,.305,10.4,16.9,.619,10.6,18.4,10.4,22.4,32.8,10.4,5.9,3.9,59.8
Texas State,18,40.3,21.6,49.6,.435,4.3,14.8,.292,12.2,17.5,.695,13.7,18.8,7.9,21.8,29.8,10.6,5.8,2.8,59.6
Clemson,18,41.4,20.4,50.8,.402,4.9,16.8,.294,13.5,19.1,.708,11.2,15.9,10.4,21.2,31.6,9.3,4.3,4.9,59.2
Miami (FL),18,40.6,20.7,50.2,.412,5.6,17.2,.324,12.3,18.9,.650,9.5,16.1,10.3,21.7,32.1,9.6,4.3,3.2,59.2
Texas Christian,18,40.0,19.4,51.6,.376,4.4,14.6,.304,15.8,21.7,.728,11.9,17.1,7.8,18.6,26.4,9.7,5.4,3.3,59.0
Navy,18,40.6,21.2,53.6,.396,6.7,20.4,.330,9.0,14.7,.611,12.4,18.5,10.3,20.3,30.6,12.2,6.3,3.3,58.2
Rice,16,40.0,20.6,51.4,.400,7.3,23.8,.308,9.7,15.5,.625,13.5,19.1,7.4,22.4,29.8,14.1,4.8,1.9,58.1
Washington State,18,40.6,18.4,49.9,.368,7.3,21.6,.340,12.7,19.0,.670,11.6,18.3,8.4,21.9,30.4,9.6,4.6,3.1,56.8
San Jose State,18,40.0,18.9,52.3,.362,7.7,24.3,.317,10.7,14.9,.717,13.4,19.7,8.4,22.2,30.6,10.3,3.8,2.5,56.3
Virginia Tech,18,40.8,19.1,51.3,.372,5.9,19.2,.307,11.2,18.3,.612,12.0,15.9,10.5,22.9,33.4,9.4,3.8,3.7,55.3
New Hampshire,16,40.3,18.7,50.0,.374,7.0,21.6,.324,10.6,15.6,.679,13.2,18.5,8.2,23.9,32.1,10.0,4.1,3.8,54.9
Northwestern,18,40.6,18.8,50.2,.375,5.9,21.3,.277,10.8,15.9,.682,10.3,17.7,6.3,22.8,29.1,9.3,4.4,4.0,54.4
